from,subject,date
"""Indeed"" <donotreply@match.indeed.com>","VENDEDORES/AS DE TIENDA- MEDIO TIEMPO - CHIHUAHUA, FASHION MALL en Inditex",
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Geoff Martha tiene una nueva publicación",
"""Samsung"" <no-reply@m21.email.samsung.com>","¡Compra tu Barra de Sonido Samsung, transforma el sonido de tu hogar y si no te gusta te devolvemos tu dinero!",
LinkedIn <messages-noreply@linkedin.com>,Añade a José Ángel Portillo Guzmán (Ingeniero biomédico) a tu red,
"""=?utf-8?Q?Sonny=20at=20Cod=C3=A9dex?="" <sonny@codedex.io>",3 ways to develop your skills,
"""Rebrandly Support"" <support@rebrandly.com>",A few changes coming to Rebrandly’s Free plan,
Fitbit <noreply@fitbit.com>,Tu informe de progreso semanal de Fitbit,
"""Booking.com"" <email.campaign@sg.booking.com>","Josue, ofertas en Ciudad de ",
=?UTF-8?B?U2xlZXAgSW5uIFRpanVhbmEgdsOtYSBCb29raW5nLmNvbQ==?= <noreply@booking.com>,Tienes un mensaje nuevo de Sleep Inn Tijuana (enviado a través de Booking.com),
"""SHEIN"" <shein@news.shein.com>",💸 ¡Gran descuento de 24%!,
noreply@booking.com,🛄 ¡Gracias! Tu reserva en el Sleep Inn Tijuana está confirmada,
notificaciones@volaris.com,Mi itinerario Volaris ,
"""Indeed"" <donotreply@match.indeed.com>",Especialista de procesos administrativos y desarrollo de software. en Intelogix México,
"""Indeed"" <donotreply@match.indeed.com>",Programador Web en EFT Express,
"""Indeed"" <donotreply@match.indeed.com>",Desarrollador Full Stack en SOFTII,
"""Indeed"" <donotreply@match.indeed.com>",Analista Informático en Grupo Tress Internacional,
"""Indeed"" <donotreply@match.indeed.com>",Asesor de Seguros Chihuahua en LEGENZY CONSULTORES,
"""TELMEX"" <informacion@aviso.telmex.com>",La velocidad que estabas esperando,
ITJ Talent <talent@itj.com>,#Techtalk Alert: Mastering Innovation Management,
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: PRACTICANTE ING. DE SOFWARE,
Chrono24 <newsletter@chrono24.com>,Estos relojes tan estilosos deberían formar parte de su colección,
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Angular Developer,
"""Indeed"" <donotreply@match.indeed.com>",Soporte Técnico Remoto – Bases de Datos y Desarrollo en Gabssa Odesa,
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Consultor junior de software,
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Sistemas,
"""Samsung"" <no-reply@m21.email.samsung.com>","Josue, eleva tu hogar 🏠 con línea blanca con AI",
Monster Hunter Now <monsterhunternow@email.nianticlabs.com>,NEW event: 1.5 Anniversary Driftsmelting Bonanza!,
Glassdoor Community <noreply@glassdoor.com>,"I think I am being quiet fired. When I try to get clarity on a work
 process, I...",
"""SHEIN"" <shein@news.shein.com>",⏰¡Tu favorita Vestido largo de manga larga con.... se está agotando!,
"""Hey Banco"" <noreply@hola.hey.inc>",¿Quieres abonos a Tecate Pa'l Norte gratis?🦁🎸,
didi <didi@mx.didiglobal.com>,En DiDi tú decides cuánto pagar 🤑,
"""adidas"" <adidas@mx-news.adidas.com>",Shorts adidas Crazy Lite,
"""Under Armour"" <underarmour@emails.underarmour.com>",It's game time! Suit up in UA tourney fan gear. 🏀,
eBay <ebay@info.ebay.com>,Updates to our User Privacy Notice 2025,
"""Booking.com"" <email.campaign@sg.booking.com>",Para alojamientos en en Ciudad de ,
"""Telmex"" <informacion@aviso.telmex.com>",Mantenimiento a tu servicio Telmex,
"""SHEIN"" <shein@email.shein.com>",¡Renueva tu cosmetiquera con selecciones imprescindibles!,
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Bernd Montag tiene una nueva publicación",
Hey Banco <noreply@hey.inc>,"Banca Electrónica Hey, Solicitud de Transferencia Nacional SPEI.",
ATTITUDE <info@attitudeliving.com>,The best ,
LSKD <yourfriends@lskd.co>,Online Warehouse Sale is COMING ,
"""=?utf-8?Q?Sonny=20at=20Cod=C3=A9dex?="" <sonny@codedex.io>",Start Your Coding Adventure 🖥️,
PayPal <service@paypal.com.mx>,Recibo de su pago a www.steampowered.com,
"""service@paypal.com.mx"" <service@paypal.com.mx>",Mantenga abierta la sesión en este dispositivo de confianza ,
Kaggle <noreply@kaggle.com>,Competition Launch: BirdCLEF+ 2025,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
"""Under Armour"" <underarmour@emails.underarmour.com>",Bring your A-game,
"""Booking.com"" <email.campaign@sg.booking.com>","Josue, ofertas en Ciudad de ",
Hey Banco <noreply@hey.inc>,Recepción de transferencia nacional SPEI,
"=?UTF-8?Q?Aerom=C3=A9xico_Promociones?=
 <ampromociones@mx.aeromexico.com>","Vuela a Acapulco desde $2,017 MXN, ¡la Venta Azul te lleva a los mejores destinos!",
"""adidas"" <adidas@mx-news.adidas.com>",LLEGA MÁS LEJOS,
"""SHEIN"" <shein@edm.mx.shein.com>",¡Quedan horas! ¡Usar tu cupón ahora!,
"""Booking.com"" <email.campaign@sg.booking.com>","Para alojamientos en en Chihuahua con el Nivel 2 de Genius: descuentos, desayuno gratis y ",
"""Opensea.io"" <noreply@autodesk.com>",New Alert!,
"""Booking.com"" <email.campaign@sg.booking.com>",🛒,
"""Under Armour"" <underarmour@emails.underarmour.com>",These new arrivals are built for anything,
"""Booking.com"" <email.campaign@sg.booking.com>","Josue, ofertas en ",
"""SHEIN"" <shein@email.shein.com>",¡La fiebre de los descuentos ha llegado a SHEIN!,
Lumosity <newsletter@notifications.lumosity.com>,Save on Premium before time runs out,
"""SHEIN"" <shein@news.shein.com>",⏰¡Tu favorita Mallas deportivas sencillas de.... se está agotando!,
"""Booking.com"" <email.campaign@sg.booking.com>","Josue, ofertas en Chihuahua desde MXN 447 para abril",
DICK'S Sporting Goods  <DSG@e.dcsg.com>,"💸 You deserve up to 50% off DEALS... Go on, treat yourself 💸",
Hyperskill Crew <crew@hyperskill.org>,Pick up where you left off!,
Crunchyroll <hello@info.crunchyroll.com>,Un nuevo dispositivo ,
HelloTalk Team <mail@mail.hellotalk.com>,🚨 Tu Racha de Victorias de 5 día(s) puede romperse,
ATTITUDE <info@attitudeliving.com>,Revolutionary solid skincare line!,
"""Indeed"" <no-reply@indeed.com>",Actualizamos nuestras Condiciones del servicio y la política de privacidad,
"""Hey Banco"" <noreply@hola.hey.inc>","Josue, tu dinero se aburre en tu cuenta 😴",
"""SHEIN"" <shein@edm.mx.shein.com>",#SHEINtrends: ,
"""SHEIN"" <shein@email.shein.com>",No te conformes con lo ,
"""adidas"" <adidas@mx-news.adidas.com>",¿QUIERES 1000 PUNTOS EXTRA? 🌟🎁,
"""Samsung"" <no-reply@m21.email.samsung.com>",Fotos top 🤳 y más con Galaxy S25 Ultra,
Lumosity <newsletter@notifications.lumosity.com>,Ready to level up?,
ATTITUDE <info@attitudeliving.com>,⌛,
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
HelloTalk Team <mail@mail.hellotalk.com>,🚨 Tu Racha de Victorias de 5 día(s) puede romperse,
LinkedIn <messages-noreply@linkedin.com>,"💬 Josue Alfredo, conecta con Andrea Soto Tello",
HackerRank Team <no-reply@hackerrankmail.com>,Can You Solve Validating and Parsing Email Addresses?,
=?UTF-8?Q?Karina_Ram=C3=ADrez?= <dra.gastroramirez.facturacion@gmail.com>,Factura - Dra. Karina Ramírez,
Chrono24 Newsletter <mail@chrono24.com>,Relojes de lujo según sus gustos,
"""Booking.com"" <email.campaign@sg.booking.com>","Josue, alojamientos en Chihuahua para todos los presupuestos",
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
DICK'S Sporting Goods  <DSG@e.dcsg.com>,Get up to 50% off weekly deals! Enjoy St. Patrick's Day.,
"=?UTF-8?Q?Aerom=C3=A9xico_Promociones?=
 <ampromociones@mx.aeromexico.com>","Vuela a Mazatlán desde $2,084 MXN, ¡haz realidad tu próximo viaje con la Venta Azul!",
"""Coursera"" <Coursera@m.learn.coursera.org>",📬 Your personalized digest: this week's new courses,
LinkedIn <messages-noreply@linkedin.com>,"Josue Alfredo, sigue a Sandra Luna - Senior Recruiter at Stryker
 Communications en Stryker",
"""Coursera"" <Coursera@m.learn.coursera.org>",5 strategies to close the GenAI gender skills gap,
"""Under Armour"" <underarmour@emails.underarmour.com>",Stephen is re-writing the history books 🏀,
"""adidas"" <adidas@mx-news.adidas.com>",Moda que se adapta a tu ritmo😎,
"""SHEIN"" <shein@email.shein.com>",Moda digna de las llamas: los estilos ,
LinkedIn <updates-noreply@linkedin.com>,Biomedex Ingeniería Biomédica ha publicado esto: La verificación diaria de una máquina de anestesia es esencial para detectar…,
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
Hyperskill Crew <crew@hyperskill.org>,💭,
Braintrust <donotreply@usebraintrust.com>,🔔,
Steve Mishra <inmail-hit-reply@linkedin.com>,"Quality Assurance Engineer-BXTRJP00026497-Skaneateles, NJ 13153",
"""SHEIN"" <shein@news.shein.com>",💖 ¡Summer Beach Women&#039;s Short Sleeve.... se está agotando rápido!,
=?UTF-8?b?RGlEaSBwYXJhIChNw6l4aWNvKQ==?= <didi@mx.didiglobal.com>,Creada por DiDi y respaldada por Mastercard,
"""adidas"" <adidas@mx-news.adidas.com>",Los nuevos Supernova Rise 2 ya están aquí.,
Kaggle <noreply@kaggle.com>,[Model Launch] Gemma 3 Is Now on Kaggle!,
"""PayPal"" <PayPal@emails.paypal.com>","Josue Escobar, tu estado de cuenta de febrero está listo para consultarse",
Soda PDF <info@enews.sodapdf.com>,[Reminder] Your subscription is now expired,
ATTITUDE <info@attitudeliving.com>,Save 25% on Hair Care Duos,
"""SHEIN"" <shein@email.shein.com>",Echa un vistazo: ,
Trustpilot Content Integrity <contentintegrity@trustpilot.com>,"Josue Escobsr, your review didn’t make it online, or it was taken offline",
"""Under Armour"" <underarmour@emails.underarmour.com>",The super-soft Icon Collection,
ATTITUDE <info@attitudeliving.com>,Still thinking it over? Here's $10 OFF...,
LinkedIn <notifications-noreply@linkedin.com>,Tienes 4 mensajes nuevos,
"""Indeed"" <alert@indeed.com>","Nueva vacante de Ingeniero Biomédico en Promedica y 3 nuevas vacantes de biomedica en Chihuahua, Chih. ",
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
"""Honey"" <honey@my.joinhoney.com>",You just earned Honey Gold! ,
Monster Hunter Now <monsterhunternow@email.nianticlabs.com>,🎉,
"""Samsung"" <no-reply@m21.email.samsung.com>",Hasta 67% OFF + 24 MSI y más 👉 App Week,
Alvin at Structy <alvin@structy.net>,💫 Structy's Course Update is now LIVE!,
"""Sam's Benefits"" <hola@pranagroup.mx>",✨ 4 ideas para disfrutar en familia 🎉👨‍👩‍👧‍👦,
=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,"Josue Alfredo, gracias por ser miembro de LinkedIn",
"=?UTF-8?Q?Aerom=C3=A9xico_Promociones?=
 <ampromociones@mx.aeromexico.com>","Vuela a Madrid desde $14,862 MXN, ¡con la Venta Azul haz realidad tu viaje! ✈️",
Kaggle <noreply@kaggle.com>,"Don’t Miss Out, GenAI Intensive Course With Google!",
"""adidas"" <adidas@mx-news.adidas.com>",¿Vas a la playa o te relajas en casa?,
DICK'S | Flash Sale  <DSG@e.dcsg.com>,This email is bringing you up to 50% off DEALS — save in a flash.,
LinkedIn <updates-noreply@linkedin.com>,"SOMIB - Sociedad Mexicana de Ingeniería Biomédica ha publicado recientemente: «💜💜💜 Conmemoramos la fuerza, la lucha, el valor de cada una de nosotras! Uni...»",
ATTITUDE <info@attitudeliving.com>,"josue, you didn't finish your checkout!",
ATTITUDE <info@attitudeliving.com>,Your welcome gift ,
LinkedIn <messages-noreply@linkedin.com>,"💬 Josue Alfredo, añade a Orlando Medina - Ingeniero biomédico",
ATTITUDE USA <info@attitudeliving.com>,Customer account confirmation,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
Fitbit <noreply@fitbit.com>,Tu informe de progreso semanal de Fitbit,
Glassdoor Community <noreply@glassdoor.com>,"So apparently, I trained my ",
Alvin at Structy <alvin@structy.net>,🚀 Curriculum Update Tomorrow,
Autoliv Mexico <no-reply@autolivmexico.teamtailor-mail.com>,We would love to keep considering you for our recruitment!,
AZAEL TERRONES from Continental <notifications@recruiting.continental.com>,"Your Application at Continental - Software Engineer Intern (Data analysis and
 process automation) REF68945U",
Oracle Talent Acquisition <ota@career.oracle.com>,Career insights from Oracle,
"""SHEIN"" <shein@email.shein.com>",Mejora tu look con nuestros ,
"""adidas"" <adidas@mx-news.adidas.com>",Impactantes a cada paso 💥,
Google Flights <noreply-travel@google.com>,Ruta que sigues: vuelos de Chihuahua a Tijuana desde 2.243 MXN,
"""Coursera"" <Coursera@m.learn.coursera.org>",TODAY: Your Exclusive Northeastern Webinar ,
Hyperskill Crew <crew@hyperskill.org>,Badge unlocked,
Hyperskill Crew <crew@hyperskill.org>,Badge unlocked,
Hyperskill Crew <crew@hyperskill.org>,🔥 Start a new streak today!,
Hyperskill Crew <crew@hyperskill.org>,🌪 Let's get back on track?,
Hyperskill Crew <crew@hyperskill.org>,Your streak has been frozen,
Hyperskill Crew <crew@hyperskill.org>,🌪 Let's get back on track?,
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Jennifer Rumsey tiene una nueva publicación",
Lumosity <newsletter@notifications.lumosity.com>,Trouble Brewing: multitasking science,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
"""Under Armour"" <underarmour@emails.underarmour.com>",Gear that's changing the game,
"""Samsung"" <no-reply@m21.email.samsung.com>",¡No es un glitch! 😎👉 Hasta 52%🏷️ OFF,
Glassdoor <noreply@glassdoor.com>,Just in at Teleflex: This week's employee reviews and more,
"""ClickUp Team"" <team@mail.clickup.com>",Your wish is AI's command 🧞‍♂️,
"=?UTF-8?Q?Aerom=C3=A9xico_Promociones?=
 <ampromociones@mx.aeromexico.com>","Viaja a Oaxaca desde $2,375 MXN, ¡llegó la Venta Azul!",
"""Coursera"" <Coursera@m.learn.coursera.org>",Recommended: Architecting Solutions on AWS,
"""adidas"" <adidas@mx-news.adidas.com>",¡Dale vida a tu look con Superstar!,
"=?UTF-8?Q?The_Pok=C3=A9mon_Company_International?=
 <pokemon@email.pokemon.com>",Aventuras Compartidas y diversión compartida 🤝,
"""Samsung"" <no-reply@m21.email.samsung.com>",Haz tu día más fluido con Galaxy AI ✨,
"""Hey Banco"" <noreply@hola.hey.inc>","Spin by Oxxo, chips cuánticos y más, en esta semana en 'Invierte x Hey Mercados'",
HelloTalk Team <service@hellotalk.com>,"Welcome to the HelloTalk community! Ensure you remember the
 password when creating your account!",
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
"""SHEIN"" <shein@news.shein.com>",[Recordatorio privado],
"""SHEIN"" <shein@email.shein.com>",Llamando a todos los creadores de tendencias ,
"""Under Armour"" <underarmour@emails.underarmour.com>",UA Vanish training gear is the best of our best,
DICK'S Sporting Goods  <DSG@e.dcsg.com>,Save on shoes and clothing today! A shopping session might be in order. 💸,
Hyperskill Crew <crew@hyperskill.org>,🥳,
Hyperskill Crew <crew@hyperskill.org>,🥳,
HackerRank Team <no-reply@hackerrankmail.com>,Improve your Coding Skills with Arrays,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
"""IBM"" <no-reply@m.mail.coursera.org>", Level Up Your Career with IBM’s Latest Learning Programs!,
"""Hey Banco"" <noreply@hola.hey.inc>","Josue, el 8M es de tod@s ✊🏽💜",
"""adidas"" <adidas@mx-news.adidas.com>",Fear of God Athletics,
"""Under Armour"" <underarmour@emails.underarmour.com>",Catch Spring picks,
"""Booking.com"" <email.campaign@sg.booking.com>","Josue, ",
"""SHEIN"" <shein@email.shein.com>",¿Tu closet se siente un poco apagado?,
AliExpress <ae-sales.notice09@mail.aliexpress.com>,Se vende rápido: PULWTOP Hubs y estaciones docking para USB,
Google Flights <noreply-travel@google.com>,Ruta que sigues: vuelos de Chihuahua a Tijuana desde 1.639 MXN,
Google Play <googleplay-noreply@google.com>,Play The Ants: Underground Kingdom on PC with Google Play Games beta,
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Jennifer Rumsey tiene una nueva publicación",
"=?UTF-8?Q?Aerom=C3=A9xico_Noticias?=
 <amnoticias@mx.aeromexico.com>",Descubre nuestro menú de primavera,
Lumosity <newsletter@notifications.lumosity.com>,Boost memory with these training techniques,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
"""TELMEX"" <informacion@aviso.telmex.com>","Hay algo nuevo para ti, hoy.",
LinkedIn <messages-noreply@linkedin.com>,"💬 Josue Alfredo, añade a José Ángel Portillo Guzmán - Ingeniero biomédico",
SHEIN <noreply@sheinnotice.com>,Has recibido una etiqueta de ,
PayPal <service@paypal.com.mx>,Recibo de su pago a Udemy,
DICK'S Sporting Goods  <DSG@e.dcsg.com>,You might like this! Great deals have arrived 💸,
LetyShops <info@letyshops.com>,Confirma tu registro en LetyShops,
"""Coursera"" <Coursera@m.learn.coursera.org>",📬 Your personalized digest: this week's new courses,
Autoliv Mexico <no-reply@autolivmexico.teamtailor-mail.com>,Autoliv Mexico: una nueva vacante encaja con tu perfil,
LinkedIn <messages-noreply@linkedin.com>,"Josue Alfredo, sigue a Mónica Azucena Torres Carrillo - Talent Acquisition Coordinator en BMW Group",
"""Under Armour"" <underarmour@emails.underarmour.com>",Curry 12 'Spark' shoes are firing up the court,
IconScout <mail@iconscout.com>,Explore IconScout’s AI-Powered Tools 🤖,
"""SHEIN"" <shein@email.shein.com>",¡No te pierdas estas gemas de liquidación!,
"""adidas"" <adidas@mx-news.adidas.com>",adidas x Mercedes-AMG PETRONAS F1 🏁,
Soda PDF <info@enews.sodapdf.com>,[Attention Required] Your account is now expired,
JeuliaMexico <support@stream.jeulia.com.mx>,⭐Jeulia- Piedra de Marzo💎,
LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,
LinkedIn <notifications-noreply@linkedin.com>,Tienes 4 mensajes nuevos,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
Hyperskill Crew <crew@hyperskill.org>,Seize the momentum: your daily limits have been reset,
servicioalcliente@hey.inc,Estado de Cuenta (02/2025),
Autoliv Mexico <no-reply@autolivmexico.teamtailor-mail.com>,Autoliv Mexico: una nueva vacante encaja con tu perfil,
Revista de Chrono24 <newsletter@chrono24.com>,Tendencias actuales e historias interesantes,
Oscar de Autodesk <autodesk@autodeskcommunications.com>,Te invitamos: Libera todo el poder de tus ideas.,
Kaggle <noreply@kaggle.com>,Competition Launch: BYU - Locating Bacterial Flagellar Motors 2025,
"""Coursera"" <Coursera@m.learn.coursera.org>",Make a software or IT role your goal 🏆,
"=?UTF-8?Q?The_Pok=C3=A9mon_Company_International?=
 <pokemon@email.pokemon.com>",Un adelanto ENORME 🐋🌊,
no-reply@artefact.com,[Recruitment Process] Artefact - Data Scientist Mexico,
=?UTF-8?b?RGlEaSBwYXJhIChNw6l4aWNvKQ==?= <didi@mx.didiglobal.com>,Creada por DiDi y respaldada por Mastercard,
LSKD <yourfriends@lskd.co>,NEW: $199 Trust Us Pack ,
HackerRank Team <no-reply@hackerrankmail.com>,Can You Solve Hex Color Code?,
"""adidas"" <adidas@mx-news.adidas.com>",Forúm Agave: Un legado de estilo y autenticidad,
IBM <IBM@email.ibm.com>,"Josue, volvamos a conectarnos",
"""SHEIN"" <shein@email.shein.com>",¡Alerta de inspo de outfit!,
JeuliaMexico <support@stream.jeulia.com.mx>,🤩 ¡Consigue los productos más candentes de la temporada!,
SHEIN <noreply@sheinemail.com>,Notificación de Entrega SHEIN,
"""Indeed"" <donotreply@match.indeed.com>",INGENIERO DE SERVICIO (EQUIPOS DE LABORATORIO CLINICOS) SUELDO COMPETITIVO en BIONCOMED,
Hyperskill Crew <crew@hyperskill.org>,🏗️,
Lumosity <newsletter@notifications.lumosity.com>,Have an eye for detail?,
"""Feather from Rebrandly"" <feather@rebrandly.com>",🚀 Unlock more value with upgrade!,
Java Brains <noreply@notify.thinkific.com>,You are now enrolled in Spring Boot Quick Start!,
Java Brains <noreply@notify.thinkific.com>,[Java Brains] Your Receipt for ORD034869,
Java Brains <noreply@notify.thinkific.com>,You are now enrolled in Java Lambda Basics!,
Java Brains <noreply@notify.thinkific.com>,You were added to the Java Brains Member Community community,
Java Brains <noreply@notify.thinkific.com>,[Java Brains] Your Receipt for ORD034868,
Java Brains <noreply@notify.thinkific.com>,Let the learning begin!,
Hyperskill Crew <crew@hyperskill.org>,🖐,
"""Under Armour"" <underarmour@emails.underarmour.com>",Phantom Fore Golf Shoes: Style + Performance,
"""SHEIN"" <shein@news.shein.com>",[Recordatorio privado],
=?utf-8?Q?Sam=27s_Club_M=C3=A9xico?= <info@e.sams.com.mx>,🔥¡Tu Cuponera llegó! Descúbrela🤩,
"""adidas"" <adidas@mx-news.adidas.com>","Cómodo, con estilo y siempre actual.",
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
DICK'S | Flash Sale  <DSG@e.dcsg.com>,Shop TODAY with up to 50% off deals... Save in a flash!,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
Lumosity <newsletter@notifications.lumosity.com>,"A scientist, a task, a game",
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Jennifer Rumsey tiene una nueva publicación",
Google Flights <noreply-travel@google.com>,Ruta que sigues: vuelos de Chihuahua a Tijuana desde 1.639 MXN,
"""Feather from Rebrandly"" <feather@rebrandly.com>",Get more insights from your link data,
"""ClickUp Team"" <team@mail.clickup.com>",All-new ClickUp Forms are here!,
"""Under Armour"" <underarmour@emails.underarmour.com>",The best invest in themselves,
HackerRank Team <no-reply@hackerrankmail.com>,Can You Solve collections.Counter?,
"""Hey Banco"" <noreply@hola.hey.inc>",La tarjeta más poderosa del Tecate Pa'l Norte,
Fitbit <noreply@fitbit.com>,Tu informe de progreso semanal de Fitbit,
Glassdoor Community <noreply@glassdoor.com>,"I 36F took notes in a meeting with the President of the company for
 my...",
Kaggle <noreply@kaggle.com>,[Model Launch] Aya Vision Is Now on Kaggle!,
"""adidas"" <adidas@mx-news.adidas.com>","¡Rompe tus límites, una rep a la vez! 💪🏼⚡️",
"""Samsung"" <no-reply@m21.email.samsung.com>",El futuro de tu 🏡 llegó con hasta 58% OFF,
Ofertas Inesperadas <planes@gluup.info>,AMAZON ofertas INESPERADAS hasta -70%,
Codecademy <learn@itr.mail.codecademy.com>,March newsletter: Learning is better together,
"""SHEIN"" <shein@email.shein.com>",¡Belleza hecha para deslumbrar!,
JeuliaMexico <support@stream.jeulia.com.mx>,Prepárate para ahorrar. Compra hoy y desbloquea un descuento único adaptado para ti.,
"""Coursera"" <Coursera@m.learn.coursera.org>",You’re Invited to a Northeastern Webinar! ,
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
Workday <resmed@myworkday.com>,ResMed application update for Graduate Software Engineer in Test,
Paco Meza <invitations@linkedin.com>,Te he enviado una solicitud de contacto,
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Jennifer Rumsey tiene una nueva publicación",
LinkedIn <messages-noreply@linkedin.com>,"Josue Alfredo, añade a Pinal Soni - Regulatory Affairs Specialist",
ITJ Talent <talent@itj.com>,📊Step Up Your Data Game with Our 2-Day PyTorch Workshop!,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
Kaggle <noreply@kaggle.com>,Competition Launch: Stanford RNA 3D Folding,
"""Coursera"" <Coursera@m.learn.coursera.org>",Recommended: Architecting Solutions on AWS,
"""SHEIN"" <shein@news.shein.com>",🌟Alerta de última oportunidad: ¡Tus artículos buscados están casi agotados! 🌟,
"""Under Armour"" <underarmour@emails.underarmour.com>",Unstoppable Woven Collection,
"""Booking.com"" <noreply@booking.com>",Hotel Ritz Ciudad de ,
"""Under Armour"" <underarmour@emails.underarmour.com>",Kickstart your Spring training in fresh UA gear,
"""SHEIN"" <shein@news.shein.com>",¡No dejes que se queden en tu carrito! Es hora de llevarlos a casa.,
Lumosity <newsletter@notifications.lumosity.com>,What will our Fit Test reveal about your cognition?,
"""Codefinity"" <info@codefinity.com>",24 hrs left 🎁 (to use your discount),
"""SHEIN"" <shein@email.shein.com>",¡Eleva tu closet con los favoritos de moda más populares!,
"""Under Armour"" <underarmour@emails.underarmour.com>",The best hat we've ever made 🧢,
JeuliaMexico <support@stream.jeulia.com.mx>,🛍️ ¡No te pierdas nuestra venta del Día del Miembro - Ahorra mucho!,
DICK'S | Clearance  <DSG@e.dcsg.com>,Clearance is on!,
AliExpress <ae-sales.notice09@mail.aliexpress.com>,"Recién llegados: Chaquetas, Jerséis, Lana y mezcla",
Google Play <googleplay-noreply@google.com>,Upcoming price increase for your Google One subscription,
NVIDIA Accounts <account@nvidia.com>,Cambio del factor de seguridad adicional de NVIDIA,
NVIDIA Accounts <account@nvidia.com>,Autentique su dirección de correo electrónico,
"""SHEIN"" <shein@news.shein.com>",💸 ¡Gran descuento de 20%!,
Algo Monster <hello@algo.monster>,"You’ve seen this, right?",
Lumosity <newsletter@notifications.lumosity.com>,You can still finish your Fit Test,
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
"""Codefinity"" <info@codefinity.com>",Sale Inside: Up to 40% off for all plans 🎁,
"""SHEIN"" <shein@news.shein.com>",🌟Alerta de última oportunidad: ¡Tus artículos buscados están casi agotados! 🌟,
"""Booking.com"" <email.campaign@sg.booking.com>","¡Josue,",
"""SHEIN"" <shein@email.shein.com>",¡Dile adiós a los outfits aburridos!,
Google Play <googleplay-noreply@google.com>,Your Google Play Order Receipt from 28 Feb 2025,
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Teleflex Vascular Access tiene una nueva publicación",
LinkedIn <messages-noreply@linkedin.com>,"Josue Alfredo, añade a Stepany Meléndez - Relaciones comerciales",
"""Rebrandly"" <noreply@rebrandly.com>",📊 Dive into your link analytics for better results!,
Autoliv Mexico <no-reply@autolivmexico.teamtailor-mail.com>,Autoliv Mexico: una nueva vacante encaja con tu perfil,
Francisco Meza <invitations@linkedin.com>,Acabo de solicitarte contacto,
=?UTF-8?b?RGlEaSBNw6l4aWNv?= <didi@mx.didiglobal.com>,"🌟 Tu tranquilidad, nuestra prioridad 🌟",
CustomerSupport@broadcom.com,Broadcom Registration Notice - Verification Code,
"""SHEIN"" <shein@news.shein.com>",💸 ¡Gran descuento de 26%!,
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
"""Codefinity"" <info@codefinity.com>",Welcome to Codefinity,
info@codefinity.com,Your temporary password,
DICK'S Sporting Goods  <DSG@e.dcsg.com>,"Look no further for GREAT gear... We're bringing you up to 50% off
 weekly deals",
